A股代码,A股简称,所属行业
301338,凯格精机,C 制造业
301339,通行宝,I 信息技术
301345,涛涛车业,C 制造业
301348,蓝箭电子,C 制造业
301349,信德新材,C 制造业
301353,普莱得,C 制造业
301355,南王科技,C 制造业
301356,天振股份,C 制造业
301357,北方长龙,C 制造业
301358,湖南裕能,C 制造业
301359,东南电子,C 制造业
301360,荣旗科技,C 制造业
301361,众智科技,C 制造业
301362,民爆光电,C 制造业
301363,美好医疗,C 制造业
301365,矩阵股份,M 科研服务
301366,一博科技,C 制造业
301367,怡和嘉业,C 制造业
301368,丰立智能,C 制造业
301369,联动科技,C 制造业
301370,国科恒泰,F 批发零售
301371,敷尔佳,C 制造业
301372,科净源,N 公共环保
301373,凌玮科技,C 制造业
301376,致欧科技,F 批发零售
301377,鼎泰高科,C 制造业
301378,通达海,I 信息技术
301379,天山电子,C 制造业
301380,挖金客,I 信息技术
301381,赛维时代,F 批发零售
301382,蜂助手,I 信息技术
301383,天键股份,C 制造业
301386,未来电器,C 制造业
301387,光大同创,C 制造业
301388,欣灵电气,C 制造业
301389,隆扬电子,C 制造业
301390,经纬股份,M 科研服务
301391,卡莱特,C 制造业
301393,昊帆生物,C 制造业
301395,仁信新材,C 制造业
301396,宏景科技,I 信息技术
301397,溯联股份,C 制造业
301398,星源卓镁,C 制造业
301399,英特科技,C 制造业
301408,华人健康,F 批发零售
301418,协昌科技,C 制造业
301419,阿莱德,C 制造业
301421,波长光电,C 制造业
301428,世纪恒通,I 信息技术
301429,森泰股份,C 制造业
301439,泓淋电力,C 制造业
301446,福事特,C 制造业
301448,开创电气,C 制造业
301456,盘古智能,C 制造业
301468,博盈特焊,C 制造业
301469,恒达新材,C 制造业
301486,致尚科技,C 制造业
301487,盟固利,C 制造业
301488,豪恩汽电,C 制造业
301498,乖宝宠物,C 制造业
301499,维科精密,C 制造业
301500,飞南资源,C 制造业
301503,智迪科技,C 制造业
301505,苏州规划,M 科研服务
301507,民生健康,C 制造业
301509,金凯生科,C 制造业
301510,固高科技,C 制造业
301511,德福科技,C 制造业
301512,智信精密,C 制造业
301515,港通医疗,C 制造业
301518,长华化学,C 制造业
301519,舜禹股份,C 制造业
301520,C万邦医药,M 科研服务
301525,儒竞科技,C 制造业
301528,多浦乐,C 制造业
301529,福赛科技,C 制造业
301533,威马农机,C 制造业
301548,崇德科技,C 制造业
301550,斯菱股份,C 制造业
